"path","prompt"
"midjourney_1731.png","tram pink glass window futuristic design cosmic"
"midjourney_1734.png","middle of the tram, oval shapes, metal, future"
"midjourney_1736.png","middle of the tram, oval shapes, metal, future"
"midjourney_1737.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_1738.png","modern, long seats, tape seats, connection, irregular shapes, capsule, tram"
"midjourney_1741.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_1742.png","futuristic elegant beige tram with neons and large window"
"midjourney_1746.png","tram, bike place, interior design,"
"midjourney_1747.png","metro train interior organic branches form"
"midjourney_1748.png","tram interior 80s style modern minimlaist chrome plastic metal white"
"midjourney_1752.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1753.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_1754.png","futuristic, seats, module, cosmos, space, drain, round, tram, transport"
"midjourney_1755.png","tram, bike place, interior design,"
"midjourney_1758.png","tram interior pink glass"
"midjourney_1759.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1767.png","tram, metro, interior, future, modern"
"midjourney_1773.png","modern, long seats, tape seats, connection, irregular shapes, capsule, tram"
"midjourney_1788.png","tram metro interior modern comfortable white led irregular seats organic shapes in the middle"
"midjourney_1803.png","uturistic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_1806.png","metro, form of window, future, tram,"
"midjourney_1808.png","futuristic elegant beige tram with neons and large window"
"midjourney_1809.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_1812.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1817.png","tram interior cozy white pop of colour lights"
"midjourney_1818.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_1819.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_1821.png","uturistic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_1826.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_1832.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1834.png","tram, led, comfortable seats, high end, modern"
"midjourney_1836.png","tram interior coloured glass windows minimalist seats white colour aesthetic"
"midjourney_1842.png","tram, interior, modern, colourful,"
"midjourney_1843.png","tram light modern interior led organic"
"midjourney_1846.png","tram modern minimalistic window space metal natral light comfortable seats"
"midjourney_1847.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_1851.png","tram interior cozy white pop of colour lights"
"midjourney_1852.png","tram modern classic natural light retro organic shape marble metal glass"
"midjourney_1856.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"midjourney_1864.png","tram design futuristic abstract interior"
"midjourney_1872.png","tram, modern tram, nice view, interesting lighting, white colour, clean design, place for seats, avaibility, luggage, dog"
"midjourney_1873.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1878.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_1879.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1880.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"midjourney_1882.png","tram, metro, interior, future, modern"
"midjourney_1883.png","tram, window, exterior, modent, future"
"midjourney_1885.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_1886.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"midjourney_1891.png","train interior organic tree branches and roots form"
"midjourney_1892.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_1897.png","white tram interior modern clean easy big windows cushioned seats"
"midjourney_1902.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_1904.png","tram, bike place, interior design,"
"midjourney_1907.png","futuristic elegant beige tram interior with neons and large round window"
"midjourney_1914.png","tram, metro, interior, future, modern"
"midjourney_1917.png","tram, futuristic, colorful, joy, young, people, led, sunshine, widewindow"
"midjourney_1918.png","tram metro interior modern comfortable white led irregular seats organic shapes in the middle"
"midjourney_1919.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"midjourney_1920.png","tram interior cozy white pop of colour lights"
"midjourney_1922.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"midjourney_1924.png","window, form, furure, modern"
"midjourney_1926.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_1927.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1928.png","tram, interior design, organic shapes, ecology"
"midjourney_1929.png","train interior organic tree and lighting gaudi inspired"
"midjourney_1934.png","tram pink round"
"midjourney_1935.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_1938.png","futuristic elegent tram with beige interior and large window"
"midjourney_1941.png","futuristic elegant beige tram with neons and large window"
"midjourney_1942.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_1946.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"midjourney_1947.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_1948.png","tram modern classic natural light retro organic shape marble metal glass"
"midjourney_1951.png","tram, organic shapes, nature, modern"
"midjourney_1953.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1957.png","tram pink round"
"midjourney_1962.png","train interior organic tree and lighting gaudi inspired"
"midjourney_1964.png","futuristic elegant beige tram with neons and large window"
"midjourney_1967.png","uturistic elegant beige tram interior with neons and large round window"
"midjourney_1969.png","tram, elegant, neon, beige"
"midjourney_1971.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_1972.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_1977.png","tram, window, exterior, modent, future"
"midjourney_1980.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_1982.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1983.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1985.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_1987.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_1989.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_1990.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_1991.png","tram interior white design coloured seats plastic"
"midjourney_1992.png","tram, window, exterior, modent, future"
"midjourney_1994.png","train interior organic tree branches and roots form"
"midjourney_1995.png","tram light modern interior led organic"
"midjourney_1997.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2003.png","tram design futuristic abstract interior"
"midjourney_2004.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"midjourney_2007.png","tram interior goth minimalistic black"
"midjourney_2008.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_2010.png","tram, modern tram, nice view, interesting lighting, white colour, clean design, place for seats, avaibility, luggage, dog"
"midjourney_2011.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_2013.png","white tram interior modern clean easy big windows cushioned seats"
"midjourney_2015.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2016.png","futuristic elegant beige tram with neons and large window"
"midjourney_2017.png","futuristic elegent tram with beige interior and large window"
"midjourney_2018.png","tram interior 80s style modern minimlaist chrome plastic metal white"
"midjourney_2020.png","middle of the tram, oval shapes"
"midjourney_2021.png","tram, metro, interior, future, modern"
"midjourney_2022.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_2024.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2027.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_2035.png","tram interior modern good design clean"
"midjourney_2039.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"midjourney_2044.png","tram, interior design, organic shapes, ecology"
"midjourney_2045.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2046.png","tram, high, design, abstract, forms, geometrical, chrome, elegant, vibe"
"midjourney_2047.png","minimalist modern retro tram interior"
"midjourney_2048.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_2051.png","futuristic, seats, module, cosmos, space, drain, round, tram, transport"
"midjourney_2054.png","tram, hygenic, beautiful view, comfortable, led light, modern, big windows"
"midjourney_2057.png","tram, interesting shapes, sunny day, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2060.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2062.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_2065.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_2067.png","metro, interor, tram, future, modern, intelegent, futuristic, light"
"midjourney_2072.png","modern, long seats, tape seats, connection, irregular shapes, capsule, tram"
"midjourney_2073.png","tram modern minimalistic window space metal natral light comfortable seats"
"midjourney_2074.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2075.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2080.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2082.png","tram, metro, interior, future, modern"
"midjourney_2085.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2088.png","tram, comfort, cosmos, oval shapes"
"midjourney_2090.png","tram, bike place, interior design,"
"midjourney_2092.png","tram interior coloured glass windows minimalist seats white colour aesthetic"
"midjourney_2094.png","tram, led, comfortable seats, high end, modern"
"midjourney_2097.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2099.png","minimalist modern retro tram interior"
"midjourney_2103.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2105.png","metro train interior organic branches form"
"midjourney_2107.png","middle of the tram, oval shapes, metal, future"
"midjourney_2110.png","tram, space, oval shapes, blue, pink, purple, future, metal, cosmos"
"midjourney_2111.png","tram, metro, interior, future, modern"
"midjourney_2114.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2116.png","tram, modern style, big windows,"
"midjourney_2117.png","modern, long seats, tape seats, connection, irregular shapes, capsule, tram"
"midjourney_2124.png","tram, interior design, organic shapes, ecology"
"midjourney_2127.png","tram, modern tram, nice view, interesting lighting, white colour, clean design, place for seats, avaibility, luggage, dog"
"midjourney_2128.png","tram metro interior modern comfortable white led irregular seats organic shapes"
"midjourney_2133.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"midjourney_2134.png","tram, led, comfortable seats, high end, modern"
"midjourney_2137.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_2146.png","tram, modern, retro, led, future"
"midjourney_2154.png","tram, interesting shapes, sunny day, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2157.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_2164.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2165.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_2170.png","tram, modern style, big windows,"
"midjourney_2171.png","metro, form of window, future, tram,"
"midjourney_2174.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2176.png","middle of the tram, oval shapes, metal, future"
"midjourney_2180.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2183.png","tram, space, oval shapes, blue, pink, purple, future, metal, cosmos"
"midjourney_2187.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2189.png","tram, interesting shapes, sunny day, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2190.png","tram modern minimalistic window space metal natral light comfortable seats"
"midjourney_2191.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2192.png","tram modern minimalistic window space metal natral light comfortable seats"
"midjourney_2197.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2198.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2199.png","tram for disabled people, ergonomic, good design"
"midjourney_2201.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_2204.png","train interior organic tree branches form and lighting"
"midjourney_2205.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2207.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2208.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"midjourney_2210.png","uturistic elegant beige tram interior with neons and large round window"
"midjourney_2214.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2216.png","futuristic elegant beige tram with neons and large window"
"midjourney_2219.png","metro, interor, tram, future, modern, intelegent, futuristic, light"
"midjourney_2220.png","futuristic elegant beige tram with neons and large round window"
"midjourney_2221.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"midjourney_2224.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2225.png","long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2228.png","e tram, modern, glass, interior, led light"
"midjourney_2231.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2234.png","tram modern colorful windows high design"
"midjourney_2238.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_2244.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2245.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2249.png","futuristic elegant beige tram with neons and large round window"
"midjourney_2251.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_2252.png","tram, metro, interior, future, modern"
"midjourney_2254.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2255.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2256.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2258.png","middle of the tram, oval shapes, metal, future"
"midjourney_2259.png","uturistic elegant beige tram interior with neons and large round window"
"midjourney_2262.png","tram for disabled people, ergonomic, good design"
"midjourney_2269.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2276.png","tram pink glass window futuristic design cosmic"
"midjourney_2278.png","futuristic elegent tram with beige interior and large window"
"midjourney_2283.png","tram interior coloured glass windows minimalist seats white colour aesthetic"
"midjourney_2284.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2287.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2294.png","uturistic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2297.png","tram interior goth minimalistic black"
"midjourney_2299.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2300.png","tram, interesting shapes, sunny day, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2303.png","tram, modern style, big windows,"
"midjourney_2304.png","tram retro interior with colorful window metal blue and red irregular seats irregular window"
"midjourney_2305.png","metro train interior organic branches form"
"midjourney_2306.png","tram, window, exterior, modent, future"
"midjourney_2307.png","tram, modern, retro, led, future"
"midjourney_2308.png","tram, modern tram, lighting, white colour, clean design, seats, avaibility, place for bikes, place for dog, people in tram"
"midjourney_2309.png","tram interior pink glass"
"midjourney_2311.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2314.png","tram light modern interior led organic"
"midjourney_2316.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2318.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2319.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2321.png","tram, metro, interior, future, modern"
"midjourney_2323.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2324.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_2330.png","tram, interior design, organic shapes, ecology"
"midjourney_2332.png","tram metro interior modern comfortable white led irregular seats organic shapes"
"midjourney_2333.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"midjourney_2334.png","futuristic elegant beige tram with neons and large window on top"
"midjourney_2335.png","tram, high, design, abstract, forms, geometrical, chrome, elegant, vibe"
"midjourney_2347.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2354.png","tram interior minimalist modern light white led clean aesthetic"
"midjourney_2356.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2365.png","tram, interesting shapes, night city with lights, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2371.png","tram, fast, future, streamlined, light, organic structure, seats"
"midjourney_2376.png","tram, organic shapes, nature, modern"
"midjourney_2381.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2385.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2387.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2389.png","tram, window, exterior, modent, future"
"midjourney_2391.png","tram, interior, ergonomic, modern, future, eco, unusual shapes, biophilic, photorealistic, streamlined, luxurious, sustainable"
"midjourney_2392.png","tram, interior design, organic shapes, ecology"
"midjourney_2396.png","e tram, modern, glass, interior, led light"
"midjourney_2397.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"midjourney_2398.png","uturistic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2402.png","tram, metro, interior, future, modern"
"midjourney_2403.png","uturistic elegant beige tram interior with neons and large round window"
"midjourney_2405.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_2408.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_2411.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2412.png","tram, window, exterior, modent, future"
"midjourney_2413.png","tram, ergoomic, interior, spacious, comfortable, with wood, aesthetic, cozy, environmentlly friendly"
"midjourney_2414.png","tram, modern, retro, led, future"
"midjourney_2417.png","tram, interesting shapes, sunny day, modern tram, led violett, red, blue, space atmosphere, clean design, panoramic window, manoramic ceiling"
"midjourney_2419.png","tram, modern tram, traditional town, nice view, interesting lighting, green colour, white colour, clean design, avaibility, seats, space for bicycles, space for luggage"
"midjourney_2423.png","futuristic elegent tram with beige interior and large window"
"midjourney_2426.png","tram, led, comfortable seats, high end, modern"
"midjourney_2430.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_2431.png","tram, modern, soft shapes, people with disability"
"midjourney_2433.png","tram modern minimalistic window space metal natral light comfortable seats"
"midjourney_2436.png","middle of the tram, oval shapes, metal, future, neon"
"midjourney_2437.png","long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"midjourney_2439.png","middle of the tram, oval shapes, metal, future"
"midjourney_2440.png","tram, window, exterior, modent, future"
"midjourney_2443.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_2444.png","futuristic elegant beige tram with neons and large window"
"midjourney_2445.png","tram, exterior, smart, elegant, colorful, ergonomic, place for bike"
"midjourney_2448.png","middle of the tram, oval shapes"
"midjourney_2451.png","tram, bike place, interior design,"
"midjourney_2452.png","tram, window, exterior, modent, future"
"midjourney_2454.png","tram modern colorful windows high design"
"midjourney_2455.png","tram interior cozy white pop of colour lights"
"midjourney_2467.png","train interior organic tree and lighting gaudi inspired"
"midjourney_2468.png","tram, modern style, big windows,"
"midjourney_2471.png","tram design futuristic abstract interior"
"midjourney_2478.png","futuristic elegent tram with beige interior and large window"
"midjourney_2480.png","tram interior goth minimalistic black"
"midjourney_2481.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"midjourney_2483.png","tram interior cozy white pop of colour lights"
"midjourney_2486.png","tram, spacious, modern technology, innovative, aesthetic, futuristic, interior, exterior, smart, elegant"
"midjourney_2489.png","uturistic seats, long tape lights, led, waves, bus, tram, car"
"midjourney_0002.png","modern futuristic tram super fast and oblique in city extraordinary two floors economic ecofriendly independent stylish and new"
"midjourney_0003.png","future, tram, streamlined, fast, wavy, brown, sand colors,bladerunner, seaweed, in the city"
"midjourney_0005.png","future, futuristic tram, streamlined, fast, wavy, brown, in the city, modern"
"midjourney_0007.png","chair with light in high tech style"
"midjourney_0008.png","modern, simple, future, futuristic tram in front"
"midjourney_0010.png","tram interior with seats spread out in the middle of tram in the futuristic style"
"midjourney_0011.png","interior design of a tram which is ergonomic, economical, organic with panoramic ceiling windows, wavy shapes, led amient lighting, natural materials with one contrasting colour"
"midjourney_0015.png","tram inside vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"midjourney_0018.png","modern interior of tram light futuristic blue leds orange elements of interior"
"midjourney_0019.png","magic luxfers"
"midjourney_0021.png","reflection"
"midjourney_0023.png","interior of the tram inspired by speed and futuristic cosmos space"
"midjourney_0026.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"midjourney_0028.png","modern futuristic tram ecologic economic inspired by nature wooden elements use of glass and metal fast"
"midjourney_0033.png","desing biophilic desing in the interior of a futuristic tram"
"midjourney_0034.png","futuristic tram interior, blue, orange, black, LED, glass, curve shapes, round, daylight, seen from enter, look from diffrent angles"
"midjourney_0036.png","desing biophilic desing in the interior of a futuristic tram"
"midjourney_0037.png","organiczne oble ułożone światło w tramwaju"
"midjourney_0039.png","imagine an ergonomic tram seat, white, realistic, ambient lighting, wood, new technologies, future, led lighting"
"midjourney_0040.png","functionality, sky way tram, interior for children tram, city"
"midjourney_0042.png","tram,interior, inspiration Poznan, LED, future,light, high tech, modern, japan, comfort"
"midjourney_0044.png","future, interior tram, streamlined, fast, wavy, brown, in the city, modern, liquid"
"midjourney_0046.png","tram interior, future, streamlined shape, modernist, futuristic, rhythm, white rhythm panels, 3d printing, panoramic window, warm light, woodeen floor, plants"
"midjourney_0047.png","futuristic tram simple minimalistic shapes green gray natural colors big windows"
"midjourney_0048.png","the interior of modern, simple and futuristic tram, with glazing and nature"
"midjourney_0049.png","interior of tram, biophilic, nature, biedge, funktional"
"midjourney_0050.png","futuristic tram interior with organic light, cyberpank, cosmos"
"midjourney_0051.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, ahead tram"
"midjourney_0052.png","imagine a tram interior, sustainability, future, beige and white colors, ambient lighting, round shapes, big windows, ceiling and floor lighting, eco, recycling materials, ergonomic, realistic, white floor, fascinating shapes"
"midjourney_0053.png","tram,eco,big window,blue,abstrat seat,led light"
"midjourney_0056.png","tram outside,abstract,drawing on the ceiling that goes info the floor inside"
"midjourney_0057.png","tram, interior, modern, body of earthworm, bionic shapes, colorful, lighting, rings, seats, bionic style"
"midjourney_0060.png","futurisic streamline tram exterior in natural colors"
"midjourney_0061.png","functionallity"
"midjourney_0062.png","futuristic tram interior, blue, orange, black, LED, glass, curve shapes, round, daylight"
"midjourney_0063.png","tram inside vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"midjourney_0064.png","future, high realistic, interior tram, streamlined, fast, wavy, brown, in the city, modern, liquid, comfort seats"
"midjourney_0065.png","tram vincent callebaut envision future of mobility as timber-based evtols hydrofoils luxury ergonomic with bid windows and light colours"
"midjourney_0069.png","modern, simple, future, futuristic tram in front"
"midjourney_0073.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric,"
"midjourney_0074.png","futuristic tram interior in natural colors. made of recycled materials. copper brancing pipes, seats are in unusual form with organic convex forms and natural form of lighting"
"midjourney_0075.png","tram outside,abstract,led light,drawing on the ceiling that goes info the floor,eco,smooth curves"
"midjourney_0076.png","interior of tram, biophilic, modern, futuristic, green, funktional, ambient lighting"
"midjourney_0077.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric, interior, ergonomic"
"midjourney_0079.png","tram exterior in dark shaded, streamlined shape, copper accents, red leds, modernistic, futuristic, big windows"
"midjourney_0080.png","interior of future tram, ergonomic seats, friendly vibe, light colours, without yellow elements, organic shapes, clear space"
"midjourney_0081.png","interior of futuristic tram with big windows, cyber eco style, light green gray colors, handrails, screen on windows, a lot of place to sit, chairs, photorealistic, hi tech"
"midjourney_0082.png","modern futuristic tram super fast and oblique in city extraordinary two floors economic ecofriendly independent stylish and new"
"midjourney_0083.png","colorfull play of light inside tram, futuristic, inspire by cosmos"
"midjourney_0084.png","futuristic tram interior, blue, orange, black, LED, glass, curve shapes, round, daylight, seen from outside"
"midjourney_0085.png","fast tram, nature, sky way tram, city tram"
"midjourney_0086.png","fast tram, nature, sky way tram, city tram"
"midjourney_0088.png","modern tram"
"midjourney_0089.png","futuristic, modern, tram, communication, people, light, yellow, blue, white, not geometric,"
"midjourney_0090.png","tram, interior, modern, rings, bionic style, body of earthworm"
"midjourney_0091.png","drops of woter"
"midjourney_0093.png","future, high realistic, interior tram, streamlined, fast, in the city, modern, liquid"
"midjourney_0094.png","modern interior of tram light futuristic blue leds orange elements of interior"
