"participant_image","matched_image","prompt"
"3B_16.png","midjourney_1060.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_17.png","midjourney_0356.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_18.png","midjourney_1759.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_19.png","midjourney_1759.png","tram interior design with light modern led organic long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"3B_20.png","midjourney_1843.png","tram light modern interior led organic"
"4A_11.png","midjourney_2443.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"4A_12.png","midjourney_0536.png","futuristic seats, long tape lights, led, waves, bus, tram, car"
"4A_13.png","midjourney_2072.png","modern, long seats, tape seats, connection, irregular shapes, capsule, tram"
"4A_14.png","midjourney_0783.png","futuristic, seats, module, cosmos, space, drain, round, tram, transport"
"4A_15.png","midjourney_0646.png","long irregular seats, tape seats, tape, long shapes, tram, transport, imagine, future, modern, futuristic, smart"
"4B_11.png","midjourney_1322.png","middle of the tram, oval shapes, metal, future"
"4B_12.png","midjourney_0101.png","middle of the tram, oval shapes, metal, future"
"4B_13.png","midjourney_1314.png","middle of the tram, oval shapes, metal, future"
"4B_14.png","midjourney_0357.png","middle of the tram, oval shapes, metal, future"
"4B_15.png","midjourney_1364.png","middle of the tram, oval shapes, metal, future, neon"
"4B_16.png","midjourney_1081.png","middle of the tram, oval shapes, metal, future, neon"
"4B_17.png","midjourney_1284.png","middle of the tram, oval shapes, metal, future, neon"
"4B_18.png","midjourney_2060.png","middle of the tram, oval shapes, metal, future, neon"
"4B_19.png","midjourney_2255.png","middle of the tram, oval shapes, metal, future, neon"
"4B_20.png","midjourney_1609.png","tram, space, oval shapes, blue, pink, purple, future, metal, cosmos"
"5A_11.png","midjourney_2354.png","tram interior minimalist modern light white led clean aesthetic"
"5A_12.png","midjourney_1204.png","white tram interior modern clean easy big windows cushioned seats"
"5A_13.png","midjourney_0342.png","white tram interior modern clean easy big windows cushioned seats"
"5A_14.png","midjourney_1457.png","tram interior coloured glass windows minimalist seats white colour aesthetic"
"5A_15.png","midjourney_1330.png","tram interior 80s style modern minimlaist chrome plastic metal white"
"5A_16.png","midjourney_1094.png","tram interior white design coloured seats plastic"
"5A_17.png","midjourney_1991.png","tram interior white design coloured seats plastic"
"5A_18.png","midjourney_2092.png","tram interior coloured glass windows minimalist seats white colour aesthetic"
"5B_11.png","midjourney_0522.png","tram pink glass window futuristic design cosmic"
"5B_12.png","midjourney_2309.png","tram interior pink glass"
"5B_13.png","midjourney_1226.png","tram interior modern organic lighting"
"5B_14.png","midjourney_0486.png","tram interior modern cosmic abstract spaceship"
"5B_15.png","midjourney_2007.png","tram interior goth minimalistic black"
"5B_16.png","midjourney_1864.png","tram design futuristic abstract interior"
"5B_17.png","midjourney_0791.png","tram design futuristic abstract interior"
"6B_11.png","midjourney_1491.png","tram, bike place, interior design,"
"6B_12.png","midjourney_1174.png","tram, interior design, organic shapes, ecology"
"6B_13.png","midjourney_0156.png","tram, interior design, organic shapes, ecology"
"6B_14.png","midjourney_2330.png","tram, interior design, organic shapes, ecology"
"6B_15.png","midjourney_1055.png","tram, interior design, organic shapes, ecology"
"6B_16.png","midjourney_1928.png","tram, interior design, organic shapes, ecology"
"6B_17.png","midjourney_2044.png","tram, interior design, organic shapes, ecology"
"6B_18.png","midjourney_0915.png","tram, interior, modern, colourful,"
"6B_19.png","midjourney_0170.png","tram, modern style, big windows,"
"7A_11.png","midjourney_1626.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"7A_12.png","midjourney_0487.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"7A_13.png","midjourney_1557.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"7A_14.png","midjourney_0726.png","interior, tram, stained glass, colorful glass, white upholstery, chrome handles, calm, aesthetics, geometrical, minimalistic"
"7A_15.png","midjourney_1293.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7A_16.png","midjourney_0780.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7A_17.png","midjourney_1383.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7A_18.png","midjourney_2481.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7A_19.png","midjourney_0901.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7A_20.png","midjourney_1436.png","tram, interior, stained glass, colorful glass, monochrome upholstery, modern"
"7B_11.png","midjourney_1047.png","tram metro interior modern comfortable white led irregular seats organic shapes"
"7B_12.png","midjourney_2433.png","tram modern minimalistic window space metal natral light comfortable seats"
"7C_11.png","midjourney_0437.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"7C_12.png","midjourney_0764.png","interior, tram, high, design, abstract, forms, geometrical, chrome, elegant, silver, vibe, aesthetic"
"7C_13.png","midjourney_0072.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_14.png","midjourney_0634.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_15.png","midjourney_0281.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_16.png","midjourney_0189.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_17.png","midjourney_0534.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_18.png","midjourney_1502.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_19.png","midjourney_0856.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"7C_20.png","midjourney_0862.png","tram, interior, glass, window color, jacquemus, rectangle, circle, fashion"
"8A_11.jpg","midjourney_0622.png","exterioir of a futuristic tram inspired cosmos space"
"8A_12.jpg","midjourney_2023.png","interior of the tram inspired by speed and futuristic cosmos space"
"8A_13.jpg","midjourney_2338.png","interior of the tram inspired by speed and futuristic cosmos space"
"8A_14.jpg","midjourney_2342.png","interior of the tram inspired by speed and futuristic cosmos space"
"8A_15.jpg","midjourney_2438.png","interior of the tram inspired by speed and futuristic cosmos space"
"8A_16.jpg","midjourney_0113.png","exterioir of a futuristic tram inspired cosmos space"
"8A_17.jpg","midjourney_2453.png","light projections inside the tram inspired by space and stars"
"8A_18.jpg","midjourney_1898.png","interior of the tram inspired by speed and futuristic cosmos space"
"8A_19.jpg","midjourney_2428.png","exterior of the tram inspired by speed and futuristic cosmos space"
"8A_20.jpg","midjourney_0662.png","light projections inside the tram inspired by space and stars"
"8B_11.jpg","midjourney_1273.png","colorfull play of light inside tram, futuristic, inspire by cosmos"
"8B_12.jpg","midjourney_1664.png","colorfull play of light inside tram, futuristic, inspire by cosmos"
"8B_13.jpg","midjourney_0975.png","colorfull play of light inside tram, futuristic, inspire by cosmos"
"8B_14.jpg","midjourney_0083.png","colorfull play of light inside tram, futuristic, inspire by cosmos"
"8B_15.jpg","midjourney_0121.png","futuristic tram interior with organic light, cyberpank, cosmos"
"8B_16.jpg","midjourney_1257.png","futuristic tram interior with organic light, cyberpank, cosmos"
"8B_17.jpg","midjourney_1168.png","TRAM INTERIOR INSPIRED BY COSMOS SPACE"
"8B_18.jpg","midjourney_0409.png","TRAM INTERIOR INSPIRED BY COSMOS SPACE"
"8B_19.jpg","midjourney_1141.png","TRAM INTERIOR INSPIRED BY COSMOS SPACE"
"8B_20.jpg","midjourney_2063.png","TRAM INTERIOR INSPIRED BY COSMOS SPACE"
"9A_11.png","midjourney_0557.png","futuristic tram streamlined cozy, piet mondian inspired, handrails, seats, colourful, fast, night scene, lights, unique design"
"9A_12.png","midjourney_2156.png","minimalistic tram interior and exterior design organic architectural forms, modern materials, natural, organic handrails and setas, toned colours, glass"
"9A_13.png","midjourney_0837.png","minimalistic tram interior and exterior design organic architectural forms, modern materials, natural, organic handrails and setas, toned colours, glass"
"9A_14.png","midjourney_1247.png","minimalistic tram interior and exterior design organic architectural forms, modern materials, natural, organic handrails and setas, toned colours, glass"
"9A_15.png","midjourney_2001.png","tram exterior, natural, organic shapes, big windows, fast, streamlined, toned colours, city"
"9A_16.png","midjourney_1302.png","tram exterior, natural, organic shapes, big windows, fast, streamlined, toned colours, city"
"9A_17.png","midjourney_2275.png","tram interior , interesting, modern, complicated shapes, interesting lightning, big windows , handrails and cozy seats"
"9A_18.png","midjourney_0661.png","tram interior , interesting, modern, complicated shapes, interesting lightning, big windows , handrails and cozy seats"
"9A_19.png","midjourney_0493.png","tram interior, fast, unique forms, toned colours, wood, water, metal, light accent"
"9B_11.png","midjourney_1170.png","super fast and futuristic modern tram spacious inside lots of seats big windows natural colors and wood"
"9B_12.png","midjourney_2129.png","super fast and futuristic modern tram spacious inside lots of seats big windows natural colors and wood"
"9B_13.png","midjourney_1716.png","futuristic modern and fast tram being an art performance lots of glass and metal soacious interior many seats"
"9B_14.png","midjourney_1124.png","futuristic modern and fast tram being an art performance lots of glass and metal soacious interior many seats"
"9B_15.png","midjourney_0740.png","modern futuristic tram ecologic economic inspired by nature wooden elements use of glass and metal fast"
"9B_16.png","midjourney_0360.png","modern futuristic tram ecologic economic inspired by nature wooden elements use of glass and metal fast"
"9B_17.png","midjourney_0221.png","modern futuristic tram super fast and oblique in city extraordinary two floors economic ecofriendly independent stylish and new"
